task,sub,condition,a,v,t,st,alpha
flanker,2247,incongruent,2.6128504,3.81428,0.33841297,0.15266141,1.2479824
flanker,2248,incongruent,3.1164932,3.3661087,0.39172363,0.1951414,1.3910476
flanker,2249,incongruent,2.993553,4.5185137,0.34949642,0.15111992,1.5463178
flanker,2250,incongruent,2.7972176,3.465496,0.25642812,0.1523,1.4399115
flanker,2251,incongruent,3.0495589,2.9929225,0.30326623,0.17982723,1.4636103
flanker,2252,incongruent,2.441145,3.1704803,0.30412513,0.15634403,1.3361301
flanker,2253,incongruent,2.6639636,4.5340023,0.35276076,0.13676167,1.3903426
flanker,2254,incongruent,2.48521,2.148913,0.43982264,0.28132582,1.2622384
flanker,2255,incongruent,2.2294374,2.4438312,0.31097972,0.1558345,1.4223052
flanker,2256,incongruent,2.5956519,4.4868345,0.32945922,0.17977166,1.5498416
flanker,2257,incongruent,2.8627138,2.304136,0.5525522,0.30605957,1.315709
flanker,2258,incongruent,2.5688121,2.604455,0.27340543,0.18307495,1.2412384
flanker,2259,incongruent,2.2704248,2.7735713,0.27486455,0.15881868,1.2851604
flanker,2260,incongruent,2.236927,2.5714552,0.464324,0.16764206,1.3815556
flanker,2262,incongruent,2.7783012,3.0281267,0.2764616,0.17646807,1.4130083
flanker,2263,incongruent,2.8223019,4.115749,0.2795055,0.13818872,1.4061137
flanker,2264,incongruent,2.3621962,2.1668973,0.3065907,0.1652528,1.464249
flanker,2265,incongruent,2.490483,3.402415,0.28546238,0.1863115,1.3562473
flanker,2266,incongruent,2.7495418,2.90928,0.45498657,0.2695691,1.4451085
flanker,2267,incongruent,3.2919292,3.442495,0.48533913,0.20641783,1.3609132
flanker,2268,incongruent,3.1080294,3.3673859,0.3155697,0.1957367,1.3841699
flanker,2269,incongruent,2.7636497,3.128606,0.4535977,0.14625598,1.5385412
flanker,2270,incongruent,2.371571,1.9885608,0.3766661,0.2523515,1.3224876
flanker,2271,incongruent,2.9675822,4.1666074,0.30121344,0.15180147,1.3853425
flanker,2272,incongruent,3.4251838,4.1330843,0.45071748,0.18020278,1.4903244
flanker,2274,incongruent,3.2848635,4.191962,0.46591017,0.19681284,1.5137705
flanker,2275,incongruent,2.1516318,2.8559067,0.24195683,0.18679382,1.5043106
flanker,2276,incongruent,2.9465213,3.8314161,0.29071292,0.17313083,1.5428135
flanker,2277,incongruent,3.1769936,2.3377938,0.37430722,0.24516802,1.4479785
flanker,2278,incongruent,3.5655975,3.4394875,0.44161305,0.21502247,1.5380428
flanker,2279,incongruent,2.30111,3.8692343,0.30359095,0.14624782,1.346163
flanker,2280,incongruent,2.601337,2.4875002,0.42493945,0.37193504,1.3919219
flanker,2281,incongruent,2.8431523,3.4915726,0.30940706,0.16576557,1.5392519
flanker,2282,incongruent,2.3916256,2.2173152,0.40147835,0.3802461,1.3354197
flanker,2283,incongruent,2.2622688,2.10886,0.34514424,0.18594469,1.3474334
flanker,2284,incongruent,2.421967,2.4003177,0.34304306,0.17138661,1.4338262
flanker,2285,incongruent,2.8785553,3.091666,0.25609544,0.14445399,1.5512245
flanker,2286,incongruent,2.8913472,4.095562,0.26239437,0.13232286,1.439982
flanker,2287,incongruent,2.6531155,2.699262,0.25755006,0.15491441,1.4446213
flanker,2288,incongruent,3.1129425,3.6170778,0.36623383,0.16755275,1.2695024
flanker,2289,incongruent,2.8531055,2.7997093,0.31159517,0.17926793,1.4022925
flanker,2290,incongruent,3.0127885,3.2874577,0.3579061,0.18446511,1.4272332
flanker,2291,incongruent,1.9689934,1.5265813,0.31256235,0.18621664,1.4111253
flanker,23,incongruent,1.4559346,4.3245764,0.2904808,0.11039489,1.3458737
flanker,24,incongruent,1.9458044,4.695487,0.2420003,0.10323828,1.300097
flanker,25,incongruent,1.8212906,4.291612,0.25151098,0.11119225,1.2304701
flanker,26,incongruent,1.5585817,4.399145,0.25376767,0.09006277,1.2553983
flanker,27,incongruent,1.6967562,4.5201,0.2808772,0.11511726,1.2884005
flanker,28,incongruent,1.6020523,4.561409,0.26760262,0.104787715,1.3335516
flanker,29,incongruent,1.6623266,5.697318,0.25997323,0.08040422,1.3531929
flanker,3,incongruent,2.0486393,5.454794,0.256167,0.096278064,1.42662
flanker,30,incongruent,2.0136943,5.6092105,0.28625333,0.084908545,1.320708
flanker,31,incongruent,1.8150408,4.11895,0.2525036,0.11109847,1.1674192
flanker,32,incongruent,1.726615,4.902191,0.24282189,0.08832439,1.3003908
flanker,33,incongruent,1.9084152,4.7407513,0.20004468,0.09247587,1.2937891
flanker,34,incongruent,1.6063967,4.1978774,0.2618368,0.10111912,1.2732483
flanker,35,incongruent,1.5704738,3.804812,0.23355518,0.111598924,1.2871248
flanker,36,incongruent,1.2505958,3.497559,0.28061754,0.09730514,1.2125797
flanker,37,incongruent,1.2892709,3.3202136,0.263512,0.10879066,1.2238834
flanker,38,incongruent,1.5746788,4.5138044,0.2844143,0.10143916,1.2827836
flanker,39,incongruent,1.1053942,2.7367287,0.26476747,0.14705245,1.3545178
flanker,4,incongruent,1.6404669,4.4185157,0.2901477,0.10675562,1.3057529
flanker,40,incongruent,2.1571748,6.126026,0.26757967,0.08045724,1.3805581
flanker,41,incongruent,2.0861394,5.371907,0.24433957,0.0890176,1.350006
flanker,42,incongruent,1.7877591,5.024538,0.2993338,0.093164034,1.2573795
flanker,43,incongruent,1.5921872,5.0865784,0.2886442,0.089408986,1.3521533
flanker,44,incongruent,1.7553833,4.863954,0.2669134,0.09728697,1.3442807
flanker,45,incongruent,1.6697794,4.1825323,0.21844205,0.08838377,1.1427478
flanker,46,incongruent,1.4258456,2.8389146,0.20279662,0.1344842,1.2243466
flanker,47,incongruent,1.556352,4.6779795,0.28959364,0.10155787,1.346566
flanker,48,incongruent,1.570168,3.9957573,0.25474304,0.12118173,1.3677195
flanker,49,incongruent,1.0791215,2.793137,0.23361269,0.112392545,1.273658
flanker,5,incongruent,1.8423538,5.1287994,0.25516802,0.09255211,1.3486892
flanker,50,incongruent,1.0135727,2.8437371,0.26546666,0.11309472,1.349523
flanker,51,incongruent,1.9738381,5.8054304,0.27037954,0.084021874,1.4031044
flanker,52,incongruent,1.1614156,3.5136895,0.28032738,0.10592825,1.373185
flanker,53,incongruent,1.6583463,4.8151875,0.28263187,0.11538423,1.405587
flanker,54,incongruent,1.8991697,5.4889817,0.30502063,0.09359939,1.3466129
flanker,55,incongruent,1.3099118,3.6765022,0.3005095,0.115455665,1.2836545
flanker,56,incongruent,1.1040443,3.1912763,0.30261323,0.12292394,1.3330265
flanker,57,incongruent,1.2473366,3.023234,0.25714767,0.13134933,1.3296955
flanker,58,incongruent,1.6750233,4.6502485,0.27629027,0.11336322,1.3327774
flanker,6,incongruent,1.710429,4.1762247,0.25075668,0.1135844,1.2484965
flanker,7,incongruent,1.3532797,3.3301857,0.26823238,0.1224874,1.2402354
flanker,7269,incongruent,1.4919935,2.6794176,0.20614816,0.1214949,1.2671444
flanker,7270,incongruent,1.5970414,4.134825,0.2818931,0.11006784,1.3851702
flanker,7271,incongruent,2.5841293,4.360076,0.2440767,0.11624849,1.4283574
flanker,7272,incongruent,1.6216114,2.4577746,0.1910417,0.11685803,1.1784335
flanker,7273,incongruent,1.8363774,3.8775911,0.2224958,0.11344289,1.3135645
flanker,7274,incongruent,2.0615845,2.3897657,0.25418672,0.13395104,1.410137
flanker,7275,incongruent,2.0812316,2.2472396,0.29455644,0.16754825,1.2764521
flanker,7276,incongruent,1.872056,3.3848767,0.22330503,0.11080744,1.3517184
flanker,7277,incongruent,1.7146056,3.3481581,0.29201236,0.120470434,1.3290068
flanker,7278,incongruent,1.6002784,2.417762,0.20863898,0.115156114,1.3410965
flanker,7279,incongruent,1.7970476,3.1873968,0.2576593,0.11830829,1.4336007
flanker,7280,incongruent,1.8487191,4.021175,0.24195999,0.10730552,1.4003613
flanker,7281,incongruent,2.210959,4.054422,0.30146623,0.1375429,1.3241405
flanker,7282,incongruent,1.9074721,2.3976405,0.2434782,0.13475943,1.2795221
flanker,7283,incongruent,1.8852746,2.3541622,0.2543037,0.13398947,1.3692043
flanker,7284,incongruent,1.9904342,4.012101,0.25076014,0.122400165,1.3501352
flanker,7285,incongruent,1.6721541,2.5806036,0.18257187,0.13108897,1.2535121
flanker,7286,incongruent,1.491024,1.9668226,0.19175681,0.11097734,1.262965
flanker,7287,incongruent,2.181609,2.820683,0.23661892,0.12730633,1.3725203
flanker,7288,incongruent,2.2649412,4.2163143,0.23430184,0.11034761,1.3582754
flanker,7289,incongruent,2.2037601,2.576746,0.28525782,0.13711211,1.462127
flanker,7290,incongruent,1.3476741,1.6647401,0.20340632,0.11749351,1.3017838
flanker,7291,incongruent,1.9595073,2.0062408,0.18601082,0.13801019,1.239594
flanker,7292,incongruent,2.3129127,3.8269987,0.31167126,0.14179233,1.3302944
flanker,7293,incongruent,1.9763337,3.316396,0.25148183,0.13614091,1.358874
flanker,7294,incongruent,1.857313,2.8916113,0.25166613,0.13667953,1.3238956
flanker,7295,incongruent,2.5648184,4.9992146,0.3631397,0.121152654,1.405379
flanker,7296,incongruent,1.8831664,3.604869,0.26439667,0.11097119,1.3286905
flanker,7297,incongruent,2.4634004,3.620896,0.26163763,0.13818033,1.3438456
flanker,7298,incongruent,1.9288976,2.7401106,0.2165737,0.12412492,1.233249
flanker,7299,incongruent,2.0491474,3.428989,0.23212546,0.12194974,1.4366496
flanker,7300,incongruent,1.7593205,4.5133634,0.25780094,0.096306145,1.3356411
flanker,7301,incongruent,2.2351933,3.434055,0.2515537,0.12756775,1.3810883
flanker,7302,incongruent,1.6792364,4.498266,0.24635375,0.09423157,1.3326364
flanker,7303,incongruent,1.7042274,3.2403998,0.23594122,0.12105003,1.3678083
flanker,7304,incongruent,2.453848,3.3567066,0.3020611,0.1372185,1.3593857
flanker,7305,incongruent,0.8225002,0.9768131,0.1792275,0.121318996,1.367488
flanker,7306,incongruent,2.3967493,2.823289,0.24771616,0.15260102,1.4059432
flanker,7307,incongruent,2.3262877,3.6917536,0.2543868,0.13472189,1.4015679
flanker,7308,incongruent,2.3492947,3.8239741,0.25409096,0.12206377,1.3612764
flanker,7309,incongruent,2.5709772,3.3621306,0.28371108,0.15655696,1.4206203
flanker,7310,incongruent,1.5879393,3.8494294,0.2850567,0.11300468,1.2986083
flanker,7311,incongruent,1.8914793,2.5730605,0.25094694,0.14609884,1.2481246
flanker,7312,incongruent,2.4928658,4.286071,0.18951528,0.113788895,1.3898889
flanker,7313,incongruent,2.4271739,4.02168,0.35029668,0.14340721,1.4148842
flanker,7314,incongruent,2.0341516,3.7540283,0.2753814,0.13826829,1.3065791
flanker,7315,incongruent,1.9318651,2.707329,0.2346472,0.12962103,1.3464928
flanker,7316,incongruent,2.076134,3.3256648,0.28004837,0.1404265,1.3248873
flanker,7317,incongruent,2.1511137,3.670145,0.24626948,0.12487353,1.3221217
flanker,7318,incongruent,1.7909062,3.5435069,0.24349536,0.111797,1.3057297
flanker,7319,incongruent,2.4882967,4.0142484,0.2720871,0.13189489,1.3704158
flanker,7320,incongruent,2.33054,3.5907052,0.3025715,0.123377986,1.4409268
flanker,7321,incongruent,2.6279018,2.637686,0.2899519,0.15330908,1.4854554
flanker,7322,incongruent,1.3531922,2.9113717,0.23049192,0.114541985,1.2697762
flanker,7323,incongruent,1.8972511,3.2920482,0.24390377,0.12120843,1.3653386
flanker,7324,incongruent,2.1160908,2.883,0.22978127,0.12824118,1.3574872
flanker,7325,incongruent,1.8799487,3.39431,0.24198267,0.12344851,1.3685117
flanker,7326,incongruent,2.2266023,2.803317,0.2608799,0.13629475,1.433352
flanker,7327,incongruent,1.7366855,1.8685099,0.24154139,0.13423419,1.416938
flanker,7328,incongruent,1.8099091,2.7406824,0.2743809,0.12667099,1.3124918
flanker,7329,incongruent,2.0942543,3.9881454,0.21611272,0.11638684,1.3322955
flanker,7330,incongruent,2.268561,3.6304224,0.21716535,0.121934,1.3436891
flanker,7331,incongruent,2.065866,4.0263186,0.2505536,0.1171444,1.3449228
flanker,7332,incongruent,2.4461703,3.256723,0.28130242,0.14928186,1.387115
flanker,7333,incongruent,2.1836216,4.369302,0.28031662,0.110973395,1.3943403
flanker,7334,incongruent,2.5419674,4.1844883,0.2493015,0.116339736,1.4463667
flanker,7335,incongruent,2.0288765,2.6870897,0.254632,0.1364938,1.4159613
flanker,7336,incongruent,1.809911,1.7944872,0.24946156,0.15736328,1.2468677
flanker,7337,incongruent,1.468335,0.42406702,0.22637051,0.19223088,1.3059856
flanker,7338,incongruent,1.6907834,4.7819843,0.24041153,0.08875812,1.3640043
flanker,7339,incongruent,2.1568625,3.819662,0.27004954,0.121887796,1.3628877
flanker,7340,incongruent,2.5348015,3.801298,0.26317203,0.12509412,1.3625305
flanker,7341,incongruent,2.2145505,3.910855,0.23879264,0.11504315,1.3719383
flanker,7342,incongruent,2.3132052,3.1442032,0.25270557,0.13312146,1.334498
flanker,7343,incongruent,1.990998,3.5852125,0.22027507,0.13194683,1.3976055
flanker,7344,incongruent,1.7997181,3.658625,0.22704121,0.10860459,1.3367809
flanker,7345,incongruent,2.2010658,3.257926,0.20757481,0.11922801,1.3878943
flanker,7346,incongruent,1.9412487,2.733618,0.24823356,0.1326056,1.293623
flanker,7347,incongruent,1.731034,2.3810358,0.2040797,0.14142254,1.1854767
flanker,7348,incongruent,2.3126636,3.656448,0.24564812,0.13015422,1.4230192
flanker,7349,incongruent,2.2387002,3.90704,0.2277601,0.123687625,1.3237095
flanker,7350,incongruent,2.3892236,2.9022312,0.22392121,0.14572024,1.246395
flanker,7351,incongruent,2.0440922,2.6899989,0.2538968,0.15290159,1.30282
flanker,7352,incongruent,2.5470023,3.1384847,0.24753588,0.13750412,1.4840711
flanker,7353,incongruent,1.6169889,3.2274616,0.23409992,0.11240416,1.3929203
flanker,7354,incongruent,2.5184238,3.8719242,0.25987256,0.12386584,1.2800382
flanker,7355,incongruent,1.8424904,3.025781,0.22375318,0.12990108,1.2560377
flanker,7356,incongruent,1.6191797,2.2323344,0.24502382,0.13196331,1.3391109
flanker,7357,incongruent,2.0806077,3.220862,0.21384151,0.128928,1.2761023
flanker,7358,incongruent,2.1380842,3.377534,0.28126967,0.12540367,1.2516874
flanker,7359,incongruent,2.3385897,4.0461903,0.243265,0.12453084,1.4096597
flanker,7360,incongruent,2.5437386,3.3722014,0.23192096,0.14134109,1.3472297
flanker,7361,incongruent,1.8643966,2.043287,0.3605659,0.16290346,1.310574
flanker,7362,incongruent,2.2216141,3.1413236,0.32037026,0.14154221,1.3039382
flanker,7363,incongruent,1.6586832,3.2197442,0.2501279,0.11559275,1.3393699
flanker,7364,incongruent,1.2227039,2.431835,0.28503114,0.12822098,1.3471797
flanker,7365,incongruent,2.4685133,3.1123734,0.23387672,0.12833032,1.449372
flanker,7366,incongruent,2.1626623,3.2258768,0.22846004,0.12587762,1.1585203
flanker,7367,incongruent,1.8217816,3.7415972,0.27023983,0.10533087,1.2624203
flanker,7368,incongruent,2.5942817,3.717661,0.2283407,0.12328549,1.4208373
flanker,7369,incongruent,1.9030974,2.4895053,0.1895936,0.124151215,1.1684884
flanker,7370,incongruent,2.5081859,4.013989,0.24392773,0.1246867,1.4333925
flanker,7371,incongruent,2.4080424,3.2647502,0.23563525,0.13739151,1.4114342
flanker,7372,incongruent,2.2062783,4.0604105,0.23508148,0.1099382,1.3794158
flanker,7373,incongruent,1.5797162,3.2975469,0.26648527,0.11538014,1.3781171
flanker,7374,incongruent,2.2907414,4.0456076,0.2689101,0.11923608,1.3924766
flanker,7375,incongruent,1.9303403,2.8590333,0.24553373,0.13642827,1.3076398
flanker,7376,incongruent,2.1956952,4.3516364,0.28015634,0.11968088,1.3120056
flanker,7377,incongruent,1.9979972,3.8768048,0.23669267,0.12357403,1.3502353
flanker,7378,incongruent,1.8179932,4.8320594,0.2291782,0.08915389,1.3140748
flanker,7379,incongruent,2.0749304,2.8874984,0.20933674,0.1260788,1.3663812
flanker,7380,incongruent,2.4484148,4.4412603,0.28867102,0.12729752,1.3957828
flanker,7381,incongruent,2.1695457,2.8238316,0.21803719,0.12987767,1.3189672
flanker,7382,incongruent,1.9307505,3.0160146,0.22656305,0.12788817,1.1951964
flanker,7383,incongruent,1.9856309,3.0633402,0.24754293,0.13232517,1.3143753
flanker,7384,incongruent,2.0492783,4.616822,0.25219274,0.10685191,1.4553218
flanker,7385,incongruent,2.5037093,3.8151672,0.25453377,0.12630361,1.4183221
flanker,7386,incongruent,1.6046968,3.288062,0.24909854,0.11357652,1.2689815
flanker,7387,incongruent,1.8628457,3.654338,0.24000266,0.12340063,1.3002611
flanker,7388,incongruent,1.9552252,3.502914,0.24349481,0.1282357,1.3509961
flanker,7389,incongruent,2.0740826,2.6243777,0.21226038,0.14602648,1.1338338
flanker,7390,incongruent,2.1118393,2.5370028,0.22368395,0.13029474,1.4559156
flanker,7391,incongruent,1.4684328,2.1097937,0.26970273,0.13443945,1.3320291
flanker,7392,incongruent,2.257688,4.013084,0.23551793,0.12195104,1.4255086
flanker,7393,incongruent,2.3325405,3.6940918,0.23506923,0.12150754,1.3269284
flanker,7394,incongruent,1.9973564,2.833638,0.23329747,0.11790936,1.4098939
flanker,7395,incongruent,2.2486403,4.3683033,0.26786655,0.10743537,1.3210026
flanker,7396,incongruent,1.8502795,3.7901752,0.21436532,0.100877956,1.3887377
flanker,7397,incongruent,2.2209444,3.723191,0.19636354,0.11796132,1.2290989
flanker,7398,incongruent,2.5469627,4.6972823,0.24776793,0.12099301,1.5257787
flanker,7399,incongruent,1.721652,2.9930272,0.2137872,0.11036348,1.3303944
flanker,7400,incongruent,2.3194482,3.4122396,0.23629087,0.12432686,1.2922537
flanker,7401,incongruent,1.524494,2.93496,0.25176042,0.110632844,1.3597434
flanker,7402,incongruent,1.9915895,3.5023928,0.27264613,0.12665126,1.3026559
flanker,7403,incongruent,1.9372268,2.3898594,0.2101794,0.14208497,1.2858944
flanker,7404,incongruent,1.3563818,2.4437494,0.27693874,0.13031957,1.300855
flanker,7405,incongruent,1.4295042,3.7287712,0.23943874,0.09444552,1.3305714
flanker,7406,incongruent,2.5521069,2.6821835,0.21318048,0.13461454,1.5071439
flanker,7407,incongruent,1.9802768,3.4069967,0.22087093,0.12500075,1.2622423
flanker,7408,incongruent,1.8884846,3.8779175,0.23806505,0.11476889,1.3467879
flanker,7409,incongruent,1.3987911,2.978621,0.24819864,0.110141225,1.3630242
flanker,7410,incongruent,2.1495757,2.637823,0.24153613,0.14988765,1.316436
flanker,7411,incongruent,1.6426444,2.8619328,0.25365627,0.10971663,1.3515431
flanker,7412,incongruent,2.1268513,2.61383,0.22726552,0.129913,1.4018347
flanker,7413,incongruent,1.6877542,1.7337704,0.18620491,0.1449208,1.1430358
flanker,7414,incongruent,1.7711812,3.657244,0.2141875,0.10455783,1.2805619
flanker,7415,incongruent,2.3228116,4.10425,0.26982087,0.1235254,1.4264817
flanker,7416,incongruent,1.2688516,2.5509057,0.28476426,0.12517016,1.3398285
flanker,7417,incongruent,1.6121845,2.1564407,0.19816618,0.12061422,1.287571
flanker,7418,incongruent,1.9130373,2.512285,0.27050585,0.13981794,1.337204
flanker,7419,incongruent,1.431494,3.2088847,0.19673248,0.10563472,1.3734944
flanker,7420,incongruent,1.7564814,3.0801637,0.29207894,0.14825302,1.3074068
flanker,7421,incongruent,2.147743,3.3738148,0.21178366,0.11670258,1.3804599
flanker,7422,incongruent,1.9526541,4.393446,0.25733778,0.109316975,1.4321473
flanker,7423,incongruent,2.3544106,3.3011394,0.2515153,0.13097796,1.3519061
flanker,7424,incongruent,1.9809842,4.213883,0.27354723,0.11565455,1.3412838
flanker,7425,incongruent,2.0428927,3.573411,0.24403,0.12788498,1.3446814
flanker,7426,incongruent,2.0988474,3.1004548,0.27449805,0.1410821,1.360517
flanker,7427,incongruent,1.8770897,3.3314714,0.23450525,0.13390791,1.4175081
flanker,7428,incongruent,2.2821376,2.6367528,0.2687152,0.17461252,1.3983233
flanker,7429,incongruent,2.3946812,4.1896605,0.26219997,0.116167836,1.382078
flanker,7430,incongruent,1.6945403,2.2467685,0.25183648,0.13195561,1.3549819
flanker,7431,incongruent,2.1341877,2.1433291,0.21171625,0.1345135,1.4044955
flanker,7432,incongruent,1.7577434,3.7372234,0.27601966,0.118586265,1.3358601
flanker,7433,incongruent,2.081365,3.09029,0.20839886,0.12442668,1.2279111
flanker,7434,incongruent,1.8855088,1.9676919,0.22472382,0.14258179,1.3246716
flanker,7435,incongruent,2.261933,4.6731052,0.26339614,0.109023064,1.368108
flanker,7436,incongruent,1.6520178,2.8972256,0.23375025,0.12287867,1.2576758
flanker,7437,incongruent,2.2480702,3.6852622,0.28894803,0.14662139,1.3903371
flanker,7438,incongruent,2.1231642,3.7556396,0.28056145,0.11996876,1.3466991
flanker,7439,incongruent,2.577064,4.328879,0.25027102,0.12964585,1.4495778
flanker,7440,incongruent,1.7238361,4.170094,0.24918619,0.10737252,1.3142359
flanker,7441,incongruent,2.2604332,3.106636,0.27397615,0.13126913,1.4551449
flanker,7442,incongruent,2.177287,4.1509075,0.29022387,0.10800263,1.2969766
flanker,7443,incongruent,2.6025696,4.372329,0.24290769,0.12030077,1.3758537
flanker,7444,incongruent,2.0617323,4.2932043,0.21555126,0.104871534,1.3787569
flanker,7445,incongruent,1.6856872,2.955895,0.2221843,0.1208876,1.3634423
flanker,7446,incongruent,2.2825668,2.9304593,0.2500635,0.13413006,1.4152038
flanker,7447,incongruent,1.7383081,3.2302387,0.25127077,0.12187723,1.3908488
flanker,7448,incongruent,3.0311515,3.9249067,0.45140663,0.15251791,1.3811713
flanker,7449,incongruent,1.9788315,3.605,0.24501656,0.110628724,1.2765644
flanker,7450,incongruent,2.2791064,3.934556,0.2513876,0.12176691,1.3951632
flanker,7451,incongruent,1.986631,3.5461216,0.27217713,0.1382047,1.3506597
flanker,7452,incongruent,2.0379386,3.035347,0.2663095,0.14239159,1.2469296
flanker,7453,incongruent,2.1069481,3.69388,0.25766516,0.13358194,1.3652003
flanker,7454,incongruent,2.562109,2.9788883,0.24555224,0.1299031,1.4655902
flanker,7455,incongruent,1.7794722,2.8988996,0.24764432,0.12139935,1.3810419
flanker,7456,incongruent,2.7162378,4.8825603,0.298373,0.11526931,1.4067484
flanker,7457,incongruent,2.4293983,3.5305004,0.23998296,0.12240515,1.4200073
flanker,7458,incongruent,1.7308869,1.9563003,0.2037559,0.11989927,1.4593922
flanker,7459,incongruent,2.2008538,3.5260897,0.20704292,0.1186209,1.414825
flanker,7460,incongruent,1.782232,3.005464,0.22606479,0.12334357,1.3276141
flanker,7461,incongruent,2.5196013,4.8494906,0.33448482,0.11878821,1.3694208
flanker,7462,incongruent,2.2040706,2.769628,0.24688473,0.13442391,1.3885736
flanker,7463,incongruent,1.6341066,3.1470985,0.21828446,0.107545644,1.3392066
flanker,7464,incongruent,1.9402173,3.5815969,0.2925786,0.12686734,1.3417339
flanker,7465,incongruent,2.2040832,2.8375604,0.21009646,0.12027945,1.4194665
flanker,7466,incongruent,2.2707253,3.964502,0.19767395,0.10490266,1.3810107
flanker,7467,incongruent,1.848446,2.7872527,0.24919447,0.120534964,1.3838876
flanker,8,incongruent,2.1268082,4.9589853,0.24825692,0.09615956,1.2583224
flanker,9,incongruent,1.8022003,4.715946,0.26185748,0.10382982,1.3408027
flanker,9095,incongruent,2.3755646,3.4319415,0.26182902,0.14234157,1.423587
flanker,9096,incongruent,2.7793808,3.5995274,0.28468078,0.14587504,1.3452976
flanker,9097,incongruent,2.2153223,3.6195512,0.27837363,0.12406216,1.3730661
flanker,9098,incongruent,2.0373807,2.4337344,0.23202269,0.13296327,1.3953526
flanker,9099,incongruent,2.085335,2.8431144,0.28235954,0.14183497,1.2882308
flanker,9100,incongruent,2.8755693,2.9039893,0.26472706,0.1407493,1.55316
flanker,9101,incongruent,2.345877,2.709101,0.2425692,0.13225797,1.4785078
flanker,9102,incongruent,2.8218737,4.1927743,0.34958857,0.13550155,1.4115301
flanker,9103,incongruent,2.622881,2.864489,0.25380653,0.14071845,1.5194893
flanker,9104,incongruent,2.4387665,2.9415338,0.2833613,0.14321414,1.3673222
flanker,9105,incongruent,2.3594084,2.8837698,0.26239732,0.13429165,1.4411637
flanker,9106,incongruent,2.428086,2.950927,0.27484807,0.14816454,1.3634121
flanker,9107,incongruent,2.8793287,2.832248,0.32305786,0.15921524,1.5065
flanker,9108,incongruent,2.186403,3.391008,0.25760955,0.13457978,1.345883
flanker,9109,incongruent,2.589714,2.566486,0.1887795,0.14318828,1.3995268
flanker,9110,incongruent,2.677916,2.177568,0.30571616,0.19026254,1.4547209
flanker,9111,incongruent,2.3375185,2.928911,0.31606364,0.1585532,1.4092265
flanker,9112,incongruent,2.8217902,4.330863,0.24645096,0.117947705,1.3549742
flanker,9113,incongruent,2.6012726,3.7154734,0.28078133,0.13669273,1.312536
flanker,9114,incongruent,2.3435235,2.5161428,0.2436395,0.13601086,1.4869157
flanker,9115,incongruent,2.5278137,2.3192446,0.29042587,0.16146088,1.4532005
flanker,9116,incongruent,2.272965,3.324907,0.30062613,0.14690259,1.2809832
flanker,9117,incongruent,2.5735528,3.4315872,0.26475734,0.13264963,1.2080343
flanker,9118,incongruent,2.3210287,3.2580209,0.27222016,0.13995436,1.3264034
flanker,9119,incongruent,2.3058753,3.6583958,0.27261174,0.13612768,1.2952323
flanker,9120,incongruent,2.6561506,2.439177,0.26873052,0.15608512,1.5008997
flanker,9121,incongruent,2.4667668,2.4918675,0.30957037,0.17061333,1.3927611
flanker,9122,incongruent,2.4392798,3.2832832,0.28465974,0.13263166,1.4496881
flanker,9123,incongruent,3.1537173,2.9698687,0.23703538,0.17558117,1.3745687
flanker,9124,incongruent,2.4061797,2.913475,0.2611944,0.14971477,1.3689728
flanker,9125,incongruent,2.6593702,2.9845166,0.253053,0.14052369,1.5179874
flanker,9126,incongruent,2.478468,4.380998,0.2555894,0.1132423,1.364585
flanker,9127,incongruent,2.5890138,3.5546687,0.2850356,0.13397655,1.4052265
flanker,9128,incongruent,2.345717,3.1489742,0.2945484,0.1431342,1.4110967
flanker,9129,incongruent,2.8388543,2.3589754,0.2851717,0.18723784,1.4482622
flanker,9130,incongruent,3.0728838,2.5604482,0.33832362,0.20859145,1.4413528
flanker,9131,incongruent,2.5799172,2.9861774,0.27336484,0.14409754,1.4476068
flanker,9132,incongruent,2.289494,2.6166685,0.29190326,0.15882953,1.3396994
flanker,9133,incongruent,2.6581237,3.0602493,0.2544057,0.14273971,1.49147
flanker,9134,incongruent,2.3317432,3.157315,0.29872468,0.14893778,1.2328488
flanker,9135,incongruent,2.0816908,3.7070785,0.25830564,0.12458357,1.3197181
flanker,9136,incongruent,2.4573734,3.2667942,0.2829445,0.15551275,1.3295527
flanker,9137,incongruent,2.8216548,3.8957944,0.29538947,0.13506275,1.4556125
flanker,9138,incongruent,2.5085008,4.0917845,0.28594735,0.12046443,1.3809619
flanker,9139,incongruent,2.7498546,2.4796429,0.2892245,0.17569056,1.4735839
flanker,9140,incongruent,2.568585,2.4730456,0.19076194,0.15225114,1.3623579
flanker,9141,incongruent,2.4437912,3.6748977,0.27798277,0.13191342,1.3895348
flanker,9142,incongruent,2.4031599,2.9869282,0.27956814,0.14610909,1.2890831
flanker,9143,incongruent,2.492631,4.1374183,0.26523438,0.121639006,1.3374214
flanker,9144,incongruent,2.5700965,2.5450823,0.21890369,0.15230712,1.3975184
flanker,9145,incongruent,2.8926327,2.401535,0.26791176,0.18374051,1.4266932
flanker,9146,incongruent,2.3414276,2.7385802,0.3035937,0.14967912,1.4146883
flanker,9147,incongruent,2.4974034,2.7760153,0.27008078,0.14342168,1.416678
flanker,9148,incongruent,2.5910687,2.0789857,0.2724141,0.17021713,1.4950345
