task,sub,condition,a,v,t,st,alpha
stroop,5905,congruent,2.332385,4.1141605,0.18142274,0.11017135,1.5535
stroop,5906,congruent,2.4913557,2.560341,0.20449778,0.13186872,1.5617622
stroop,5907,congruent,2.4210026,3.8488026,0.18397072,0.11500657,1.5607543
stroop,5908,congruent,2.2462566,3.174959,0.17503399,0.11533488,1.573661
stroop,5909,congruent,2.0143728,3.2813468,0.17299534,0.10858828,1.5187055
stroop,5910,congruent,2.199052,3.5015633,0.1851501,0.11086783,1.5171771
stroop,5911,congruent,2.2520003,5.211852,0.18257202,0.09687543,1.535705
stroop,5912,congruent,2.220009,5.305323,0.16174568,0.089422576,1.4395665
stroop,5913,congruent,1.8340764,5.5911717,0.1571417,0.078801095,1.3840144
stroop,5914,congruent,2.204992,4.377877,0.18534993,0.10005407,1.4573183
stroop,5915,congruent,2.3225262,4.0457315,0.19632113,0.11105503,1.5338249
stroop,5916,congruent,2.3066523,5.7503767,0.18532734,0.08389663,1.430855
stroop,5917,congruent,2.207489,4.7235737,0.16865674,0.08914285,1.3788846
stroop,5918,congruent,2.1897745,4.3665514,0.17555846,0.10069504,1.5002389
stroop,5919,congruent,2.4600728,4.251718,0.18547736,0.1116496,1.5222455
stroop,5920,congruent,2.1886053,4.897066,0.1788216,0.09319876,1.4666638
stroop,5921,congruent,2.1423426,4.7608366,0.16767399,0.1066954,1.5732424
stroop,5922,congruent,1.7851189,3.3263612,0.17063212,0.109669484,1.5101705
stroop,63,congruent,2.798413,4.7966957,0.2720179,0.11995971,1.5132129
stroop,65,congruent,2.5872087,3.25969,0.55470467,0.22881564,1.294819
stroop,67,congruent,2.494357,3.28668,0.25287735,0.13296017,1.5412797
stroop,69,congruent,2.7373698,4.437502,0.2619781,0.11786987,1.4568399
stroop,70,congruent,2.7721405,3.2925422,0.30243266,0.16956922,1.384427
stroop,72,congruent,2.9071023,4.2821236,0.28298134,0.13396227,1.4539819
stroop,73,congruent,2.5692303,3.4657981,0.2892011,0.16000801,1.3681111
stroop,7468,congruent,2.9889107,5.013342,0.29959768,0.1202549,1.4248096
stroop,7470,congruent,2.8348627,4.0365195,0.2921817,0.12993927,1.4420933
stroop,7482,congruent,2.7231848,3.1612675,0.73803467,0.2234309,1.3642567
stroop,7485,congruent,3.1726637,4.216712,0.4726243,0.18850873,1.462755
stroop,75,congruent,2.68242,3.5673509,0.31513673,0.16971968,1.39659
stroop,7500,congruent,3.0201712,5.681602,1.6272993,0.178281,1.5066001
stroop,7503,congruent,3.513976,2.2256055,0.23302662,0.17173487,1.604935
stroop,7512,congruent,2.5820503,4.5909367,0.2264763,0.106455244,1.4542171
stroop,7513,congruent,3.2217646,4.5142803,0.40482736,0.15523213,1.4792148
stroop,7518,congruent,3.0730069,2.6959238,0.3066886,0.1778676,1.5771116
stroop,7520,congruent,2.899838,5.0722284,0.33694887,0.11796967,1.4172041
stroop,7524,congruent,2.7559083,5.0994434,0.3215859,0.12430052,1.4548637
stroop,7525,congruent,2.845112,3.8687189,0.22595267,0.12502901,1.4849287
stroop,7527,congruent,2.3609316,6.5005,0.37416768,0.086246684,1.4744219
stroop,7532,congruent,3.0704384,4.724884,0.3183125,0.12790659,1.4490625
stroop,7538,congruent,2.8151245,3.347163,0.268722,0.13546255,1.4855214
stroop,7541,congruent,3.0852437,4.966077,1.5191449,0.23734753,1.5033804
stroop,7543,congruent,2.9011176,4.6327844,0.24425142,0.11614454,1.4590964
stroop,7551,congruent,2.9646573,5.483976,1.5903124,0.20137739,1.5184954
stroop,7562,congruent,2.6785228,6.0556602,1.6634444,0.16516554,1.5309116
stroop,7564,congruent,1.9896283,3.1608605,0.4151673,0.1761862,1.2603018
stroop,7567,congruent,2.695589,5.727913,1.6459639,0.20313334,1.532839
stroop,7569,congruent,3.0579717,4.5779634,0.37209177,0.13557076,1.4817032
stroop,7572,congruent,2.9331331,4.3704247,0.31885958,0.12320077,1.4561169
stroop,7573,congruent,3.0510347,4.7442403,0.29289263,0.12094039,1.4576588
stroop,7575,congruent,3.0730755,3.9904292,0.30801928,0.14940707,1.5293591
stroop,7576,congruent,2.6956453,5.8862367,0.3436058,0.098148555,1.478739
stroop,7582,congruent,2.7807555,2.6464996,0.32430667,0.16086036,1.526651
stroop,7583,congruent,2.907081,3.6697567,0.2719103,0.13650137,1.5113302
stroop,7586,congruent,2.615656,5.619625,0.31803852,0.10626507,1.4969531
stroop,7589,congruent,3.0139976,4.4162016,0.28305638,0.13701424,1.4519075
stroop,7592,congruent,2.732335,3.8668847,0.39305866,0.15690446,1.3268232
stroop,7596,congruent,2.830486,5.1865053,0.3382238,0.1189556,1.3971595
stroop,7598,congruent,3.0162098,4.6327915,0.3187845,0.12531462,1.4746313
stroop,7599,congruent,2.832033,5.3267193,0.40451044,0.13081312,1.4511467
stroop,7608,congruent,3.043197,4.5812607,0.33813766,0.13259935,1.4916978
stroop,7611,congruent,2.7238498,5.5719643,0.36075938,0.11237454,1.4636675
stroop,7615,congruent,2.7176783,3.24664,0.25492638,0.13397482,1.5234101
stroop,7624,congruent,3.1226687,4.7599516,0.25731295,0.115578055,1.4661497
stroop,7627,congruent,3.104693,4.073709,0.29708487,0.14044885,1.4654068
stroop,7634,congruent,2.6387973,4.9702086,0.23765118,0.11295094,1.5146514
stroop,7635,congruent,2.6906753,5.3478355,0.28856763,0.110209234,1.5118982
stroop,7644,congruent,2.60271,4.809674,0.30191633,0.120468736,1.4060211
stroop,8118,congruent,0.75215554,0.050516367,0.14535895,0.09440317,1.3292595
stroop,82,congruent,2.5047271,3.3815484,0.25835425,0.14185207,1.4654938
stroop,83,congruent,2.4219675,3.3829355,0.2367498,0.1307035,1.5243706
stroop,84,congruent,2.670623,3.803036,0.28982168,0.13202061,1.3950477
stroop,8673,congruent,2.4735763,2.5054946,0.2453604,0.13488916,1.4927102
stroop,8674,congruent,2.0647068,2.7465653,0.25455874,0.13765924,1.2866253
stroop,8675,congruent,1.9791336,3.7808526,0.28741086,0.11538901,1.2682719
stroop,8676,congruent,1.721515,2.615958,0.24312887,0.13088539,1.2785356
stroop,8677,congruent,1.7685354,1.4875249,0.28746155,0.17560573,1.3545814
stroop,8678,congruent,2.2979126,1.8967177,0.24699727,0.14158197,1.4850134
stroop,8679,congruent,2.5138094,2.5522985,0.22280934,0.13036418,1.5481135
stroop,8680,congruent,2.0245416,2.782105,0.26307714,0.14161427,1.3175304
stroop,8681,congruent,2.0604432,2.1086593,0.20624532,0.12147134,1.5100293
stroop,8682,congruent,2.25247,2.4215338,0.22214895,0.13108611,1.4820122
stroop,8683,congruent,2.4309978,3.0824978,0.22820954,0.12842186,1.4889209
stroop,8684,congruent,2.219248,2.4401867,0.2206015,0.12865578,1.471311
stroop,8685,congruent,2.9742029,2.2494307,0.2700233,0.16558951,1.5616047
stroop,8686,congruent,2.0374336,2.914037,0.2325227,0.12980999,1.3136907
stroop,8687,congruent,1.6466086,1.4224229,0.1558715,0.11158342,1.2780089
stroop,8688,congruent,1.7813337,1.4323692,0.14892322,0.11426132,1.1242704
stroop,8689,congruent,2.1156917,2.6261117,0.29186553,0.15991664,1.36528
stroop,8690,congruent,2.267767,2.9635532,0.2212166,0.1239172,1.4890802
stroop,8691,congruent,2.2945988,2.7516172,0.24943864,0.13243094,1.4447889
stroop,8692,congruent,1.691741,1.9567876,0.24572292,0.13393758,1.3660046
stroop,8693,congruent,1.9179945,2.4755886,0.21490091,0.12151441,1.4398968
stroop,8694,congruent,2.7128167,2.7383778,0.2603854,0.14865154,1.5195168
stroop,8695,congruent,2.2946424,2.9398625,0.24460235,0.13373265,1.3394625
stroop,8696,congruent,1.9511731,2.4658353,0.23782687,0.13400322,1.3409518
stroop,8697,congruent,2.2625508,2.4164772,0.24761169,0.14053309,1.4135067
stroop,8698,congruent,2.0757096,2.7509522,0.23871142,0.13398835,1.3417547
stroop,8699,congruent,2.5330524,2.6904604,0.24242635,0.13937113,1.5111954
stroop,8700,congruent,2.741057,3.0166688,0.19725795,0.13676468,1.4548625
stroop,8701,congruent,2.5780926,3.183212,0.2413323,0.12966767,1.496695
stroop,8702,congruent,1.9402919,1.95783,0.24223073,0.13155448,1.4391584
stroop,8703,congruent,2.2550745,2.1129587,0.2068574,0.12753314,1.4930686
stroop,8704,congruent,2.6709213,2.2807832,0.24783482,0.15368626,1.5467739
stroop,8705,congruent,2.5095277,2.2403839,0.23950064,0.1411906,1.5370139
stroop,8706,congruent,2.3055406,2.2250495,0.23935762,0.14473659,1.4688656
stroop,8707,congruent,2.723888,4.0084853,0.2601897,0.124090165,1.4959255
stroop,8708,congruent,2.316009,1.847383,0.25254083,0.14891401,1.4898857
stroop,8709,congruent,2.9812315,2.419832,0.24484351,0.14829388,1.540071
stroop,8710,congruent,2.3175106,2.874924,0.21904543,0.12593353,1.4459381
stroop,8711,congruent,2.3051264,2.203445,0.22278914,0.13212544,1.5049812
stroop,8712,congruent,2.1836543,3.0458655,0.23239793,0.13869415,1.3257682
stroop,8713,congruent,2.0183325,2.1791954,0.23436211,0.13350534,1.411542
stroop,8714,congruent,2.8948536,3.4443586,0.27370858,0.15167171,1.5090727
stroop,8715,congruent,2.6230185,2.443689,0.24532633,0.134939,1.530283
stroop,8716,congruent,1.969434,2.8745785,0.26662758,0.13811545,1.3737309
stroop,8717,congruent,1.9014287,1.9429655,0.17321824,0.13010657,1.2186968
stroop,8718,congruent,1.2563831,0.67260885,0.14130548,0.099475585,1.121434
stroop,8719,congruent,2.5466008,3.3160102,0.24010527,0.12801269,1.4902714
stroop,8720,congruent,2.3586292,2.6760747,0.25406176,0.13738382,1.4522972
stroop,8721,congruent,1.8430872,2.1308656,0.2622902,0.14144686,1.3721155
stroop,8722,congruent,1.7303822,1.7628902,0.23969878,0.12686452,1.4421016
stroop,8723,congruent,2.5556705,1.5999901,0.18278079,0.1518631,1.2496192
stroop,8724,congruent,2.4643238,2.817364,0.27469116,0.14586835,1.4402897
stroop,8725,congruent,2.3301096,2.8554575,0.22132699,0.12516281,1.4655628
stroop,8726,congruent,2.3123229,2.1946552,0.27197585,0.1451232,1.4762472
stroop,8727,congruent,1.8639905,1.9123874,0.2180455,0.13579847,1.4033608
stroop,8728,congruent,2.0508292,2.492935,0.25835067,0.13614723,1.3944185
stroop,8729,congruent,1.787183,2.3440685,0.24128789,0.13036323,1.3632553
stroop,8730,congruent,1.5779674,1.2119168,0.28523228,0.1620354,1.367805
stroop,8731,congruent,1.8162043,2.6591372,0.225163,0.13304731,1.2668526
stroop,8732,congruent,2.4348483,1.958555,0.25607812,0.149199,1.4971435
stroop,8733,congruent,2.2574978,2.323994,0.2428488,0.13549063,1.4772106
stroop,8734,congruent,2.3769414,2.4566245,0.3010744,0.1701376,1.3669015
stroop,8735,congruent,1.6324544,1.6678792,0.29123655,0.15896808,1.3451183
stroop,8736,congruent,2.19025,2.791569,0.24775404,0.1270285,1.4202502
stroop,8737,congruent,2.4412029,2.3562984,0.2183419,0.12947042,1.5370201
stroop,8738,congruent,2.3024218,2.7138848,0.21114239,0.12455077,1.5124713
stroop,8739,congruent,2.186462,1.8816738,0.25540972,0.14404641,1.4746361
stroop,8740,congruent,1.972248,2.094233,0.27242324,0.1494133,1.3682517
stroop,8741,congruent,2.3908403,3.1539624,0.23063767,0.13329607,1.3710726
stroop,8742,congruent,2.579933,3.1200056,0.23279211,0.13057151,1.4819195
stroop,8743,congruent,2.3639038,2.0037732,0.26794904,0.16326919,1.3941039
stroop,8744,congruent,2.9363682,2.9406223,0.2732861,0.14895031,1.5128092
stroop,8745,congruent,2.6700447,2.8524032,0.23595291,0.13594228,1.5426239
stroop,8746,congruent,2.3299162,2.952283,0.24555051,0.14042985,1.3940575
stroop,8747,congruent,1.910004,2.0232098,0.2547859,0.14294326,1.372234
stroop,8748,congruent,2.749615,3.4167087,0.26978272,0.13619593,1.5092514
stroop,8749,congruent,2.2701745,2.5987222,0.25059873,0.13285324,1.4510741
stroop,8750,congruent,2.1735177,3.0389342,0.2641421,0.14330952,1.3183185
stroop,8751,congruent,2.1637087,2.0674484,0.24002337,0.13834938,1.467815
stroop,8752,congruent,2.0581882,2.8131132,0.23888388,0.13072065,1.38231
stroop,8753,congruent,2.2677052,1.9943311,0.28554502,0.15966935,1.4583814
stroop,8754,congruent,2.3242352,2.45498,0.2338382,0.1329689,1.4885135
stroop,8755,congruent,1.4038641,0.8519976,0.14443707,0.1058494,1.1896503
stroop,8756,congruent,1.7362379,1.4661057,0.16925068,0.12291614,1.0969545
stroop,8757,congruent,1.4722724,1.7229582,0.27802217,0.15161051,1.2739938
stroop,8758,congruent,2.4273224,3.3763733,0.24976629,0.1294272,1.4483784
stroop,8759,congruent,2.1708486,3.2707896,0.23459837,0.1282762,1.3176181
stroop,8760,congruent,2.6097486,2.2338433,0.246159,0.16702603,1.4432726
stroop,8761,congruent,1.6524701,1.2207692,0.15703093,0.1148947,1.1810348
stroop,8762,congruent,1.3134754,1.9621394,0.24748316,0.12765637,1.259051
stroop,8763,congruent,1.7907609,1.5745423,0.28233922,0.15138283,1.3961505
stroop,8764,congruent,2.5691838,2.7578917,0.25722158,0.14030425,1.4819328
stroop,8765,congruent,1.7627298,2.1535761,0.28821224,0.15620586,1.3422328
stroop,8766,congruent,2.587156,3.0146768,0.24120024,0.14066406,1.4751137
stroop,8767,congruent,2.2433085,2.4497929,0.22562435,0.12924603,1.4887116
stroop,8768,congruent,2.1259968,2.4052734,0.23514205,0.13310698,1.4004711
stroop,8769,congruent,2.1989567,1.8147925,0.21082151,0.16847311,1.2978351
stroop,8770,congruent,2.1094794,2.327001,0.19881889,0.13602203,1.195851
stroop,8771,congruent,1.8782275,1.845968,0.19630209,0.14286107,1.2597184
stroop,8772,congruent,1.8641891,2.7519515,0.2517903,0.1341316,1.284873
stroop,8773,congruent,2.1931386,2.0230885,0.2693085,0.14443114,1.4735445
stroop,8774,congruent,2.332807,2.2417603,0.26273626,0.14590898,1.4896164
stroop,8775,congruent,0.90661407,0.7609956,0.3043239,0.12846625,1.4105608
stroop,8776,congruent,2.3526547,2.5024152,0.2613711,0.14530861,1.3963346
stroop,8777,congruent,1.7538763,2.1276374,0.25263208,0.13884981,1.3586174
stroop,8778,congruent,2.5629854,2.7345314,0.24958129,0.13766694,1.506153
stroop,8779,congruent,2.0627723,2.6632123,0.26444906,0.13121116,1.3832084
stroop,8780,congruent,1.86302,2.3564477,0.22749378,0.13622308,1.3470289
stroop,8781,congruent,2.3186297,2.6379652,0.24121308,0.1324812,1.4764366
stroop,8782,congruent,2.353122,2.7240715,0.24969766,0.13240102,1.4738593
stroop,8783,congruent,2.1040535,1.4750109,0.18573104,0.15026392,1.2402499
stroop,8784,congruent,2.2221417,2.1467218,0.25346142,0.14273499,1.4638698
stroop,8785,congruent,2.1177523,2.3650088,0.22599706,0.13308184,1.409791
stroop,8786,congruent,2.1091633,2.3350208,0.2447289,0.14413439,1.4095955
stroop,8787,congruent,2.5315342,2.9129946,0.24126656,0.13309015,1.4762583
stroop,8788,congruent,2.3773427,2.3193526,0.2726674,0.15882877,1.4445834
stroop,8789,congruent,2.4584267,2.5019145,0.28606045,0.14484966,1.4805918
stroop,8790,congruent,2.3073194,1.9033103,0.22077475,0.149999,1.4283972
stroop,8791,congruent,2.6153398,2.3062696,0.1964715,0.14422476,1.485234
stroop,8792,congruent,2.0079715,2.466899,0.23370828,0.12594171,1.3473817
stroop,8793,congruent,2.1817942,2.8150303,0.24409288,0.13336629,1.4103419
stroop,8794,congruent,2.2307625,2.5574462,0.26891345,0.13664508,1.4576974
stroop,8795,congruent,1.59627,1.9214061,0.16725,0.12219951,1.1768403
stroop,8796,congruent,1.6209052,2.1460342,0.2397348,0.12632832,1.338409
stroop,8797,congruent,2.299899,2.5761466,0.24657598,0.13148317,1.4790903
stroop,8798,congruent,2.4708738,2.2265325,0.2677351,0.15355173,1.472519
stroop,8799,congruent,1.055509,0.47562265,0.18960142,0.13467082,1.2941681
stroop,88,congruent,2.9157472,4.432561,0.28032738,0.12868312,1.4803009
stroop,8800,congruent,2.1464412,2.0114312,0.2674479,0.1489101,1.4521289
stroop,8801,congruent,1.8142579,1.6933787,0.20803122,0.12759207,1.3870192
stroop,8802,congruent,2.3947852,3.5383933,0.26942557,0.13742718,1.3763888
stroop,8803,congruent,2.1734,2.0242891,0.2418268,0.14432028,1.4448284
stroop,8804,congruent,2.101947,1.8926715,0.22817889,0.14657284,1.4562318
stroop,8805,congruent,2.8535786,3.3877628,0.25749287,0.15018031,1.4794583
stroop,8806,congruent,2.176392,2.1694584,0.26227403,0.15359122,1.421937
stroop,8807,congruent,2.0905452,1.9805242,0.21308044,0.13340122,1.4636194
stroop,8808,congruent,2.417746,2.7821813,0.22877052,0.13101645,1.4926977
stroop,8809,congruent,2.5034027,2.1087747,0.1919953,0.14374606,1.4639893
stroop,8810,congruent,1.9562261,2.0351057,0.22340436,0.14405872,1.3246543
stroop,8811,congruent,2.163918,1.9104694,0.18231542,0.1354898,1.2237372
stroop,8812,congruent,2.2551348,2.8188798,0.26674297,0.12895614,1.449087
stroop,8813,congruent,1.9517462,2.0073745,0.22554342,0.13349375,1.4452869
stroop,8814,congruent,1.8529744,1.3923407,0.16421558,0.11896431,1.2528782
stroop,8815,congruent,1.843345,2.1982608,0.2923328,0.13895339,1.4034537
stroop,8816,congruent,1.8401363,2.316562,0.2536381,0.12763114,1.3561038
stroop,8817,congruent,2.033893,2.4740076,0.28434113,0.13466209,1.4003788
stroop,8818,congruent,2.3063102,2.7046337,0.2484029,0.13751535,1.3218064
stroop,8819,congruent,2.4096713,2.625972,0.21925016,0.1309859,1.5297419
stroop,8820,congruent,2.8048103,3.0248077,0.2407994,0.14037997,1.5362067
stroop,8821,congruent,2.2508187,2.2037957,0.20434372,0.14455855,1.3947157
stroop,8822,congruent,2.457981,1.6644704,0.31575158,0.20975992,1.4135056
stroop,8823,congruent,2.2676709,3.1255457,0.24986793,0.12913635,1.4450414
stroop,8824,congruent,2.5764182,2.4012804,0.25566423,0.14393584,1.4813111
stroop,8825,congruent,2.5461817,2.6439736,0.2524102,0.15167952,1.4552095
stroop,8826,congruent,2.1213343,2.6747727,0.20890623,0.12278234,1.4480634
stroop,8827,congruent,2.3950121,2.7200046,0.231972,0.13907677,1.4462833
stroop,8828,congruent,2.2225955,2.552662,0.24246435,0.1365496,1.4434146
stroop,8829,congruent,2.1982985,2.2170434,0.2206121,0.13332367,1.4768445
stroop,8830,congruent,1.9585575,1.5065813,0.26326954,0.1537196,1.4316789
stroop,8831,congruent,2.062974,2.0436342,0.28330302,0.16132115,1.3643175
stroop,8832,congruent,2.0624485,3.0883353,0.21169707,0.12351639,1.3981407
stroop,8833,congruent,2.5641878,2.2593412,0.27675205,0.18005842,1.479509
stroop,8834,congruent,2.2908082,2.055978,0.2151823,0.13264304,1.5077982
stroop,8835,congruent,2.6733494,3.5778964,0.24251126,0.1372058,1.4580626
stroop,8836,congruent,2.381391,3.2129583,0.22644134,0.12321998,1.4267336
stroop,8837,congruent,2.162577,2.3183632,0.23256877,0.14227372,1.46105
stroop,8838,congruent,2.2861996,2.0196447,0.26073745,0.15094915,1.4700922
stroop,8839,congruent,2.1102455,2.0468078,0.19239761,0.14129537,1.3670373
stroop,8840,congruent,2.8291712,2.4527645,0.2710184,0.1570692,1.5495614
stroop,8841,congruent,2.0092309,2.4220223,0.23258176,0.12819631,1.4201728
stroop,8842,congruent,2.198289,2.6636424,0.21348049,0.12648875,1.4403235
stroop,8843,congruent,2.1994398,2.10981,0.21483625,0.13555586,1.462266
stroop,8844,congruent,2.4065187,2.9704878,0.23488547,0.14028801,1.4432931
stroop,8845,congruent,2.5412412,2.4107354,0.24340612,0.1456253,1.5158688
stroop,8846,congruent,2.479343,2.2472973,0.26457924,0.16241817,1.4342823
stroop,8847,congruent,2.20981,2.7716658,0.26084548,0.12952434,1.4607617
stroop,8848,congruent,2.4823804,3.3887625,0.24320124,0.13215338,1.4058578
stroop,8849,congruent,2.0705085,2.3349242,0.25813437,0.14576036,1.3748225
stroop,8850,congruent,2.2335808,2.5694447,0.25812852,0.13761015,1.4496677
stroop,8851,congruent,1.7811048,1.7251344,0.24903415,0.15328543,1.2982761
stroop,8852,congruent,1.7198474,1.3938644,0.22766769,0.1604193,1.2646405
stroop,8853,congruent,1.7505233,2.2969148,0.28187037,0.14386079,1.3465354
stroop,8854,congruent,1.8047829,2.4507077,0.23910192,0.12735465,1.3506737
stroop,8855,congruent,2.4798532,3.4534674,0.23022245,0.12589513,1.4910071
stroop,8856,congruent,0.8816701,0.1393528,0.16835931,0.10659789,1.3400933
stroop,8857,congruent,1.7650833,2.9121053,0.23561113,0.12727799,1.3345687
stroop,8858,congruent,2.266879,2.685127,0.25556207,0.13674085,1.4473904
stroop,8859,congruent,1.9381967,2.1720457,0.21200894,0.13561553,1.3137572
stroop,8860,congruent,2.0809188,1.9936324,0.24840249,0.15474525,1.3857207
stroop,8861,congruent,2.6242404,2.0760818,0.23583144,0.14454472,1.5147834
stroop,8862,congruent,2.3033144,2.1253755,0.24644637,0.14896975,1.4620342
stroop,8863,congruent,2.3968463,2.3658621,0.20685497,0.15273131,1.2726398
stroop,8864,congruent,1.9332738,2.275477,0.23018998,0.13029127,1.3975568
stroop,8865,congruent,2.026477,2.508369,0.23891674,0.13619341,1.3787624
stroop,8866,congruent,2.3582587,2.6404839,0.2476716,0.13624248,1.4791242
stroop,8867,congruent,2.0700827,1.9411374,0.25490147,0.1498473,1.4049268
stroop,8868,congruent,1.1160797,0.80598116,0.26148498,0.15624565,1.3630869
stroop,8869,congruent,2.3428676,2.4020681,0.23483223,0.133282,1.494374
stroop,8870,congruent,2.2283971,2.7105365,0.24373783,0.12886815,1.450547
stroop,8871,congruent,2.0549543,2.6334522,0.24093875,0.1380558,1.3648691
stroop,8872,congruent,2.1245217,2.316906,0.21778119,0.13394813,1.3392973
stroop,8873,congruent,2.1733274,2.5331173,0.27688628,0.14419255,1.4314606
stroop,8874,congruent,1.9914865,2.1167412,0.23323317,0.13693565,1.3980551
stroop,8875,congruent,2.4553585,2.5114682,0.2714283,0.15549016,1.4106565
stroop,8876,congruent,2.701491,3.0138056,0.25861314,0.13851659,1.5168792
stroop,8877,congruent,2.5106847,2.3468916,0.2958362,0.16270022,1.4535453
stroop,8878,congruent,1.9025865,2.3020191,0.25374055,0.13849938,1.3259916
stroop,8879,congruent,1.9970237,1.9635432,0.2177316,0.12919617,1.4759027
stroop,8880,congruent,2.801771,2.566009,0.26319063,0.14991455,1.5675678
stroop,8881,congruent,2.3555074,2.6687932,0.23583338,0.14229125,1.3785689
stroop,8882,congruent,2.0285566,2.2387671,0.21898471,0.12627237,1.4819165
stroop,8883,congruent,2.3640225,2.3747003,0.20934545,0.12563407,1.5052509
stroop,90,congruent,2.4305086,3.156077,0.2334899,0.14214443,1.4740188
stroop,98,congruent,3.0968213,4.823202,0.35891932,0.13717203,1.4664285
stroop,104,incongruent,2.554765,3.020368,0.3035448,0.19801031,1.3789142
stroop,114,incongruent,2.5182695,3.9944334,0.28610894,0.14583723,1.45282
stroop,115,incongruent,2.9397902,3.2436872,0.39729723,0.22205167,1.3645327
stroop,116,incongruent,2.8496165,3.8133018,0.30176076,0.15785278,1.4315845
stroop,118,incongruent,1.8203957,1.2211114,0.30364484,0.36983913,1.1129528
stroop,119,incongruent,2.503708,2.6957805,0.46555805,0.33566952,1.2694927
stroop,124,incongruent,3.1369047,3.1122775,0.34964737,0.21448979,1.5300388
stroop,133,incongruent,2.9230614,3.1610687,0.30641207,0.2238673,1.4362047
stroop,134,incongruent,2.904956,4.455974,0.36791196,0.14705142,1.4834751
stroop,135,incongruent,2.1345644,2.8304987,0.3374242,0.14847654,1.3614013
stroop,136,incongruent,2.875712,3.4388885,0.33295298,0.18569663,1.3627155
stroop,137,incongruent,2.949145,4.0147524,0.2918651,0.15489437,1.5242782
stroop,138,incongruent,2.6660948,2.8133318,0.53916895,0.3067134,1.3619417
stroop,141,incongruent,2.2476933,2.6121786,0.54581565,0.24295534,1.2224156
stroop,143,incongruent,2.6736498,3.4901733,0.2592661,0.17230769,1.4843044
stroop,144,incongruent,2.2137077,2.4957037,0.36960378,0.2460219,1.2863185
stroop,145,incongruent,2.5461257,3.4107883,0.3275266,0.1619662,1.4415028
stroop,146,incongruent,2.5288177,3.6804,0.25930196,0.13161379,1.3765641
stroop,149,incongruent,3.2245202,3.6993618,0.3127062,0.1705001,1.3802681
stroop,150,incongruent,2.6238673,2.905941,0.35381162,0.20196828,1.2479966
stroop,155,incongruent,2.9537883,3.9281948,0.44640723,0.18733808,1.3978454
stroop,157,incongruent,2.4584775,3.2224483,0.31395516,0.20243569,1.4281532
stroop,159,incongruent,3.079876,4.0886536,0.3872593,0.18192011,1.433732
stroop,161,incongruent,1.9953742,2.394153,0.32373288,0.18806948,1.1851466
stroop,162,incongruent,2.414559,2.5634055,0.31774595,0.19726638,1.34453
stroop,163,incongruent,2.8392851,3.1523902,0.28326592,0.17420298,1.4774277
stroop,172,incongruent,2.154932,2.5758162,0.4573822,0.20923758,1.1929007
stroop,179,incongruent,2.585647,3.2509751,0.33277047,0.18138683,1.3257196
stroop,180,incongruent,2.27878,2.6171408,0.3849572,0.2773707,1.3189085
stroop,192,incongruent,2.6847622,3.5065813,0.34176505,0.16264275,1.3529288
stroop,195,incongruent,1.7357537,2.0535233,0.37277475,0.22052363,1.1843468
stroop,198,incongruent,2.9759207,3.572719,0.44660434,0.24983342,1.4897114
stroop,1997,incongruent,1.8165095,5.099611,0.23036693,0.09967718,1.4369261
stroop,1998,incongruent,2.3995852,3.708054,0.208411,0.12075523,1.4406399
stroop,1999,incongruent,2.4128652,3.1090188,0.2766315,0.13373062,1.4625009
stroop,2000,incongruent,2.1115396,6.469487,0.25461012,0.075269066,1.4047645
stroop,2001,incongruent,2.6604557,5.742381,0.35085845,0.105933085,1.4847699
stroop,2002,incongruent,2.3551114,5.657679,0.2795392,0.09417231,1.4557215
stroop,2003,incongruent,2.603926,5.0836616,0.26213425,0.112649895,1.5299667
stroop,2004,incongruent,2.816769,5.5742807,0.31867236,0.106254,1.4436648
stroop,2005,incongruent,2.7422848,4.1802826,0.26855725,0.11641411,1.4213967
stroop,2006,incongruent,2.576251,6.141629,0.27522635,0.08458815,1.4383055
stroop,2007,incongruent,2.6486285,4.8755245,0.30900857,0.114992134,1.5188358
stroop,2008,incongruent,2.9959712,4.5257497,0.3383333,0.15150212,1.5012683
stroop,2009,incongruent,2.669096,4.565549,0.27925634,0.121995404,1.390474
stroop,2010,incongruent,2.735971,5.4092817,0.33114207,0.115510136,1.4660282
stroop,2011,incongruent,1.9684732,5.3792024,0.26208633,0.09081329,1.4284823
stroop,2012,incongruent,2.2833943,5.8989844,0.27404037,0.08833615,1.4448788
stroop,2013,incongruent,2.3923013,5.103627,0.28301752,0.10844598,1.4153455
stroop,2014,incongruent,2.5198622,6.332632,0.26868695,0.08299469,1.3848332
stroop,2015,incongruent,2.4679706,5.6775503,0.30803084,0.096255004,1.4437445
stroop,2016,incongruent,2.9686503,4.7893143,0.3162201,0.12785298,1.483229
stroop,2017,incongruent,2.2932372,6.861228,0.3127523,0.077435456,1.440386
stroop,2019,incongruent,1.8399069,5.2680817,0.24838309,0.08925263,1.3776251
stroop,2020,incongruent,2.5621169,5.534203,0.27714664,0.094102755,1.3976349
stroop,2021,incongruent,2.2411864,5.798556,0.26983404,0.08007466,1.3004423
stroop,2022,incongruent,2.370109,6.2651744,0.30326548,0.08965503,1.5033287
stroop,2023,incongruent,2.036627,2.8641102,0.21920583,0.11944407,1.4487567
stroop,2024,incongruent,2.5755117,4.304556,0.22389288,0.11296559,1.4175571
