task,sub,condition,a,v,t,st,alpha
sternberg,subject4,s5,2.667388,2.9162369,0.38041207,0.18732917,1.3937181
sternberg,subject40,s5,2.2556148,3.599979,0.38159448,0.15777084,1.212613
sternberg,subject41,s5,3.0047085,3.4817293,0.3509475,0.17297788,1.5023875
sternberg,subject42,s5,2.481303,3.7907414,0.37270564,0.15819298,1.3989973
sternberg,subject43,s5,3.3529818,2.917871,0.41022167,0.23141257,1.5035876
sternberg,subject44,s5,3.4454226,3.0885243,0.63407004,0.24431139,1.5005769
sternberg,subject45,s5,2.0533495,3.5492206,0.32031077,0.15397733,1.2980162
sternberg,subject46,s5,3.381871,2.842224,0.5155031,0.23093879,1.4671941
sternberg,subject47,s5,3.259304,2.571994,0.3757705,0.22798395,1.4636242
sternberg,subject48,s5,2.3405411,3.7732935,0.35873902,0.15471032,1.2773602
sternberg,subject49,s5,3.2090182,3.3517628,0.35966405,0.16625938,1.5666608
sternberg,subject5,s5,2.8230343,2.6572237,0.34913617,0.19402966,1.2571713
sternberg,subject50,s5,2.565609,2.5158648,0.41770628,0.16503373,1.4580157
sternberg,subject51,s5,2.9359617,4.562563,0.27512193,0.12599385,1.49553
sternberg,subject52,s5,2.7775185,3.4439213,0.44287145,0.18355039,1.370254
sternberg,subject53,s5,2.8838453,5.009595,0.32807857,0.12678,1.4528321
sternberg,subject54,s5,2.605026,3.1906247,0.3336324,0.15415639,1.4553416
sternberg,subject55,s5,2.6165862,1.7772441,0.31495866,0.15892956,1.5483735
sternberg,subject56,s5,2.8397727,4.7033596,0.34796613,0.13305056,1.4662662
sternberg,subject57,s5,3.4639907,2.8928366,0.47205052,0.25919938,1.4830949
sternberg,subject58,s5,2.4768798,3.9092126,0.37974343,0.14695884,1.3587129
sternberg,subject59,s5,2.7269292,3.0317147,0.33216995,0.18382128,1.4507747
sternberg,subject6,s5,2.853051,4.1554327,0.31220686,0.14422977,1.4810144
sternberg,subject60,s5,2.8087218,2.1353645,0.33559293,0.1846874,1.4288852
sternberg,subject61,s5,2.491263,2.0540469,0.3086941,0.1518887,1.4487759
sternberg,subject62,s5,2.3426669,4.1732635,0.35582373,0.1373829,1.2884439
sternberg,subject63,s5,2.946534,2.6475916,0.40600547,0.23681411,1.4539626
sternberg,subject64,s5,2.5187461,3.3028219,0.29970917,0.14190145,1.4648154
sternberg,subject65,s5,2.2701483,2.4697816,0.33972436,0.15741253,1.4213308
sternberg,subject66,s5,2.6303115,3.0277972,0.31942323,0.14847197,1.5169208
sternberg,subject67,s5,2.746473,3.7145905,0.3421521,0.14955686,1.4037039
sternberg,subject68,s5,2.8161473,3.1135426,0.3430403,0.20893137,1.406304
sternberg,subject69,s5,3.2245102,2.9725063,0.58507395,0.2561031,1.3530447
sternberg,subject7,s5,2.9313993,2.8784413,0.2501555,0.1569716,1.5955081
sternberg,subject70,s5,3.0872905,1.7940164,0.53392184,0.19108556,1.5508248
sternberg,subject71,s5,3.3137734,3.83376,0.35418573,0.15234597,1.4696467
sternberg,subject72,s5,3.1290553,3.46762,0.37261355,0.15853502,1.461439
sternberg,subject73,s5,3.0892215,3.462393,0.32280284,0.1622765,1.5747226
sternberg,subject74,s5,2.7118266,4.546586,0.3003783,0.14286998,1.4879024
sternberg,subject75,s5,3.250601,1.6369452,0.55676425,0.31623158,1.4444641
sternberg,subject76,s5,2.8816977,2.3679388,0.4081504,0.22760582,1.3988606
sternberg,subject77,s5,3.1948373,2.5451853,0.47764674,0.18984732,1.5226249
sternberg,subject78,s5,3.217197,2.9793184,0.47741258,0.21743332,1.4318073
sternberg,subject79,s5,2.729748,3.8939753,0.3419111,0.15037899,1.3605136
sternberg,subject8,s5,2.9180992,2.0999527,0.3230922,0.19777381,1.4593384
sternberg,subject80,s5,2.3240993,3.7107651,0.31845403,0.13298023,1.4042609
sternberg,subject81,s5,2.7548318,2.199933,0.43896115,0.21742173,1.3818022
sternberg,subject82,s5,3.1664581,1.4630502,0.34304732,0.17312208,1.5854738
sternberg,subject83,s5,2.9486423,2.9063482,0.3037798,0.16748023,1.5394654
sternberg,subject84,s5,2.5960653,2.572341,0.2763784,0.1563001,1.4601443
sternberg,subject85,s5,3.3205867,2.1710067,0.38361615,0.19305943,1.5968751
sternberg,subject86,s5,2.7800968,3.133436,0.38677877,0.19495246,1.454068
sternberg,subject87,s5,3.1545272,3.3643377,0.40372217,0.23863912,1.4795456
sternberg,subject88,s5,2.6460412,3.9077122,0.35902047,0.16309287,1.3535411
sternberg,subject89,s5,2.730266,3.1330824,0.4726653,0.18393245,1.4283066
sternberg,subject9,s5,3.1664386,3.8477755,0.3051797,0.15935719,1.5422705
sternberg,subject90,s5,2.9741838,3.9376807,0.34144688,0.17008342,1.4694693
sternberg,subject91,s5,3.2583604,3.2354314,0.39493763,0.23617984,1.5396674
sternberg,subject92,s5,2.2771356,2.378629,0.32066554,0.1899098,1.3289776
sternberg,subject93,s5,3.0160713,3.2184486,0.58452845,0.24261594,1.3930438
sternberg,subject94,s5,3.005787,2.7983925,0.38194704,0.23126714,1.491498
sternberg,subject95,s5,2.345221,1.8145278,0.33964238,0.21534373,1.3348968
sternberg,subject96,s5,3.205201,3.0500374,0.4475971,0.26977956,1.5111698
sternberg,subject97,s5,2.6116166,0.9522486,0.47614884,0.2835544,1.4065119
sternberg,subject98,s5,3.3976374,2.0564697,0.66443586,0.29219177,1.4803586
sternberg,subject99,s5,3.3400176,2.3787901,0.55473053,0.22124325,1.5539967
posner,subject1,pi,2.954668,4.510687,0.32371992,0.13486284,1.4400029
posner,subject10,pi,3.036755,4.554005,0.34455034,0.12131366,1.4078368
posner,subject100,pi,3.0417392,4.9534693,0.3998036,0.12999004,1.5093676
posner,subject101,pi,2.4762144,5.378406,0.28714526,0.10714294,1.5165967
posner,subject102,pi,2.9445267,4.697911,0.35278082,0.14411288,1.4700074
posner,subject103,pi,2.919445,4.133413,0.29217762,0.14318918,1.4890068
posner,subject104,pi,2.568125,4.953312,0.31676245,0.117704645,1.4346753
posner,subject105,pi,2.8755937,4.165666,0.32272977,0.1411272,1.5148895
posner,subject106,pi,2.7249908,2.9357429,0.25899783,0.13660243,1.4307227
posner,subject107,pi,2.8556423,4.810837,0.3147469,0.12846655,1.5100595
posner,subject108,pi,2.7475677,4.386898,0.30166894,0.139271,1.4885235
posner,subject109,pi,2.2238638,3.909048,0.26580906,0.13812956,1.4319292
posner,subject11,pi,2.7741342,3.9189973,0.27505994,0.14099184,1.4654118
posner,subject110,pi,2.7761815,5.253394,0.2954598,0.11913109,1.5034835
posner,subject111,pi,2.1913333,5.1113358,0.28559056,0.10156373,1.4025712
posner,subject112,pi,2.681818,4.5626216,0.28681645,0.124296114,1.4713926
posner,subject113,pi,2.4014442,4.5836353,0.3188033,0.13294885,1.401431
posner,subject114,pi,3.0515547,4.1845803,0.25962633,0.1347504,1.3412627
posner,subject115,pi,2.6855755,4.527308,0.30014527,0.13730374,1.494487
posner,subject116,pi,2.9706511,3.8905025,0.3458844,0.16971385,1.450043
posner,subject117,pi,2.9120924,3.2985394,0.33536467,0.14966859,1.5087788
posner,subject118,pi,2.5707085,4.9819074,0.285618,0.11887926,1.5316862
posner,subject119,pi,2.7421544,3.8952675,0.30119446,0.13467078,1.4466254
posner,subject12,pi,2.416989,4.18653,0.25654203,0.122013904,1.343511
posner,subject120,pi,2.3696487,5.777754,0.32601798,0.09681097,1.4665374
posner,subject121,pi,2.9200327,4.0249147,0.31773508,0.13438773,1.4533267
posner,subject122,pi,2.254661,2.1601756,0.23064554,0.13121971,1.5247833
posner,subject123,pi,2.3257236,5.0597715,0.27872032,0.11041379,1.4897051
posner,subject124,pi,2.8939402,4.434677,0.28304332,0.13141307,1.4596455
posner,subject125,pi,2.4215314,4.680916,0.26782686,0.10824758,1.3982158
posner,subject126,pi,2.91731,4.26124,0.27917266,0.13258147,1.5314683
posner,subject127,pi,2.58502,4.793556,0.30099317,0.12462806,1.4671226
posner,subject128,pi,2.4407997,5.538106,0.2976455,0.10270704,1.4822104
posner,subject129,pi,2.7666414,4.1353793,0.278706,0.13887459,1.4415808
posner,subject13,pi,2.2712307,3.4785638,0.25846162,0.112405725,1.4174329
posner,subject130,pi,2.478299,5.9580092,0.31024605,0.09214544,1.4911422
posner,subject131,pi,2.383593,5.3866277,0.28648812,0.10701147,1.5130746
posner,subject132,pi,2.461104,3.9605722,0.24792995,0.12953375,1.4222335
posner,subject133,pi,2.0457246,3.108156,0.33863842,0.15457165,1.4113848
posner,subject134,pi,2.7743437,5.4517493,0.30216607,0.109881155,1.4968969
posner,subject14,pi,2.8094165,1.7746019,0.16974357,0.23038208,1.4169536
posner,subject15,pi,2.6678016,4.862412,0.32635123,0.12481836,1.4487169
posner,subject16,pi,2.3929765,4.5155144,0.29366976,0.12307082,1.422386
posner,subject17,pi,2.6803746,4.741685,0.27589014,0.12527001,1.4674691
posner,subject18,pi,2.3394337,6.282242,0.32348123,0.083743915,1.4679649
posner,subject19,pi,2.6036887,5.10297,0.29854923,0.11650979,1.527305
posner,subject2,pi,2.5908368,3.342302,0.24739268,0.14102985,1.2596836
posner,subject20,pi,2.2665787,3.8930888,0.25169075,0.13078964,1.4022716
posner,subject21,pi,3.0990317,4.7654943,0.39676228,0.13994853,1.5022529
posner,subject22,pi,2.9134629,4.0486765,0.2208811,0.13212988,1.2244982
posner,subject23,pi,2.7692773,3.047009,0.31296125,0.15253025,1.5217568
posner,subject24,pi,3.5189557,4.280553,0.20588118,0.13144508,1.3464588
posner,subject25,pi,2.7854161,4.7388535,0.2613092,0.117749535,1.4922904
posner,subject26,pi,2.9293196,4.800525,0.32376003,0.13486975,1.5112591
posner,subject27,pi,2.8231854,5.0542526,0.3329741,0.1267586,1.4561825
posner,subject28,pi,2.4811106,5.120591,0.28597212,0.11435366,1.537107
posner,subject29,pi,1.9273939,5.5009356,0.2690667,0.08368569,1.3703885
posner,subject3,pi,2.7838101,2.909634,0.36097324,0.17280906,1.4355918
posner,subject30,pi,2.0788217,5.1981616,0.26822627,0.09309555,1.3393537
posner,subject31,pi,2.6656983,4.4582243,0.28352302,0.13669235,1.5285974
posner,subject32,pi,2.6406238,3.3996577,0.26908237,0.14821897,1.3496993
posner,subject33,pi,3.3993187,3.437408,0.34201446,0.16609149,1.4508703
posner,subject34,pi,2.4513886,5.404382,0.28613114,0.10113269,1.4221488
posner,subject35,pi,2.4650002,5.407038,0.37655163,0.108972624,1.4306461
posner,subject36,pi,2.71448,3.9350562,0.28689417,0.14089137,1.4299092
posner,subject37,pi,2.6743505,5.017603,0.31484318,0.11933273,1.3585407
posner,subject38,pi,2.2993288,4.7533455,0.32757515,0.11482899,1.3480242
posner,subject39,pi,2.905812,2.8469138,0.27567828,0.14490145,1.5441753
posner,subject4,pi,2.7723162,3.618038,0.2797502,0.13447464,1.4713948
posner,subject40,pi,2.7091782,4.446545,0.2941012,0.12693302,1.3779434
posner,subject41,pi,2.9177265,3.4257388,0.32289833,0.16283159,1.524889
posner,subject42,pi,2.31123,5.3497515,0.3113836,0.10011656,1.3976291
posner,subject43,pi,2.82347,3.9475365,0.31307822,0.13597485,1.4319282
posner,subject44,pi,2.646943,5.1540146,0.3514577,0.12568435,1.4860282
posner,subject45,pi,2.2726042,4.981406,0.30663666,0.106746756,1.3458911
posner,subject46,pi,2.632763,4.9330688,0.31719154,0.13152766,1.4823895
posner,subject47,pi,2.9739408,3.885172,0.30579397,0.1417309,1.5064778
posner,subject48,pi,2.6599834,4.616334,0.28976205,0.13173538,1.4265459
posner,subject49,pi,2.7733705,4.724039,0.30461386,0.12282443,1.4041954
posner,subject5,pi,2.9277256,4.0560713,0.31687194,0.15475291,1.4396309
posner,subject50,pi,2.769506,4.909857,0.33065096,0.11594807,1.4423724
posner,subject51,pi,2.4117296,4.588826,0.2511981,0.11402778,1.414685
posner,subject52,pi,2.7422078,5.3696575,0.33019567,0.12339144,1.5261037
posner,subject53,pi,2.3468325,5.1675577,0.32958925,0.114746556,1.4341867
posner,subject54,pi,2.6195776,5.2664633,0.34201765,0.10696356,1.3898118
posner,subject55,pi,2.838442,4.142924,0.30203044,0.13346341,1.4129243
posner,subject56,pi,2.6308887,5.3353977,0.31480962,0.12155363,1.50962
posner,subject57,pi,2.745029,4.603862,0.3253488,0.1363447,1.4348557
posner,subject58,pi,2.3178902,5.2668533,0.362112,0.11117991,1.4191476
posner,subject59,pi,2.334878,5.9481015,0.28059918,0.090410784,1.4825869
posner,subject6,pi,2.7655559,4.4943943,0.27863353,0.12595555,1.5020636
posner,subject60,pi,2.6021245,4.7543774,0.30766332,0.123381965,1.4161407
posner,subject61,pi,2.6437829,4.7851863,0.28704947,0.12370864,1.413141
posner,subject62,pi,2.6353393,5.0702558,0.28228116,0.1193235,1.4454463
posner,subject63,pi,2.5653052,4.6533303,0.3350122,0.12940761,1.3953831
posner,subject64,pi,2.5377526,5.734041,0.2943592,0.10150342,1.5059637
posner,subject65,pi,3.6772354,3.8938005,0.14261302,0.20767559,1.4142339
posner,subject66,pi,2.4217668,5.3109074,0.29538763,0.10503481,1.4499809
posner,subject67,pi,3.1390884,4.0069294,0.33964124,0.13571297,1.4143027
posner,subject68,pi,2.250186,5.1727962,0.2848793,0.107884996,1.4633704
posner,subject69,pi,2.8590722,4.66008,0.42881775,0.1253427,1.3838859
posner,subject7,pi,2.8116612,3.9897594,0.2813671,0.1424979,1.534155
posner,subject70,pi,1.9578444,2.0020099,0.41609126,0.17626794,1.3937647
posner,subject71,pi,2.5016706,5.619844,0.29938802,0.10484375,1.4671682
posner,subject72,pi,2.6598327,4.7462597,0.33707732,0.1343227,1.4730157
posner,subject73,pi,2.6204388,4.9464197,0.3500775,0.12806207,1.4150145
posner,subject74,pi,2.5158472,5.5551224,0.2787457,0.10430266,1.5298991
posner,subject75,pi,3.151907,3.5359735,0.30840594,0.17551775,1.4730965
posner,subject76,pi,2.4708729,4.5754104,0.3014405,0.12693664,1.4748604
posner,subject77,pi,3.226242,4.005696,0.34636348,0.14966063,1.4367876
posner,subject78,pi,2.707972,5.1255426,0.349151,0.13048056,1.4870766
posner,subject79,pi,2.8196297,4.4464836,0.35471305,0.1309403,1.4317467
posner,subject8,pi,2.6357512,4.959568,0.30236757,0.12639299,1.4766196
posner,subject80,pi,2.39776,4.9341345,0.31727034,0.11294285,1.4307851
posner,subject81,pi,2.5398986,4.727235,0.31931475,0.1327593,1.4812907
posner,subject82,pi,3.0166378,4.3203735,0.40359324,0.14396806,1.4884828
posner,subject83,pi,2.06136,4.229757,0.27057534,0.115176536,1.3660632
posner,subject84,pi,2.7048886,4.401194,0.29112834,0.14165442,1.4477229
posner,subject85,pi,2.8062868,4.0551176,0.3634219,0.15220374,1.4368707
posner,subject86,pi,2.5439308,4.8855047,0.30163676,0.113393776,1.3647622
posner,subject87,pi,2.9885397,4.6620336,0.29658633,0.12288285,1.4276066
posner,subject88,pi,2.2569008,5.4300184,0.30843902,0.10176029,1.4537402
posner,subject89,pi,2.9021842,3.9055207,0.32531944,0.15449649,1.3819281
posner,subject9,pi,2.7905927,4.4904127,0.20910592,0.10998262,1.330986
posner,subject90,pi,2.9620297,4.3263555,0.33232507,0.13760407,1.4681022
posner,subject91,pi,2.9000275,4.5864058,0.29718155,0.12955403,1.4887311
posner,subject92,pi,2.5857732,4.5219936,0.30143672,0.12818943,1.4417436
posner,subject93,pi,2.8885665,3.9878407,0.32085326,0.15266147,1.4550862
posner,subject94,pi,2.7267036,4.321409,0.29386345,0.13885824,1.474063
posner,subject95,pi,2.863666,2.5045059,0.17153925,0.21248582,1.3564543
posner,subject96,pi,2.8528225,4.498908,0.2884168,0.12883776,1.4369078
posner,subject97,pi,3.2986033,4.079876,0.19122672,0.1356056,1.3622909
posner,subject98,pi,3.0419319,3.9571385,0.38618246,0.15071893,1.4759487
posner,subject99,pi,2.9359937,4.6765604,0.39888126,0.128901,1.4200861
posner,subject1,ni,2.8481119,3.1186347,0.3080189,0.17253667,1.5231948
posner,subject10,ni,2.9106936,2.8856816,0.3330893,0.17274725,1.5399666
posner,subject100,ni,3.063438,3.5298553,0.41057432,0.19658284,1.4940497
posner,subject101,ni,2.4063854,4.2825584,0.33363062,0.13702913,1.4426119
posner,subject102,ni,2.9202137,3.3495023,0.33166593,0.16345492,1.5382355
posner,subject103,ni,2.5980244,3.255255,0.30910832,0.14570957,1.4581349
posner,subject104,ni,2.5114148,4.124807,0.31604028,0.1356565,1.3997014
posner,subject105,ni,2.6742637,2.964849,0.30785012,0.15438795,1.5235313
posner,subject106,ni,3.3963082,2.4611645,0.1790588,0.22198643,1.4080436
posner,subject107,ni,2.941134,4.2562685,0.30416876,0.1334025,1.5138237
posner,subject108,ni,2.8686407,3.4381256,0.28828204,0.14380436,1.4957047
posner,subject109,ni,2.2935536,3.7783346,0.28040436,0.13679424,1.4133627
posner,subject11,ni,2.7704158,3.3682487,0.29157096,0.14865404,1.5092536
posner,subject110,ni,2.7598581,5.000428,0.30627453,0.112134725,1.3894414
posner,subject111,ni,2.571767,5.2011247,0.30152932,0.11279738,1.5271636
posner,subject112,ni,2.4819071,2.882264,0.28451842,0.15211737,1.5211964
posner,subject113,ni,2.0339437,4.231778,0.36154714,0.13875285,1.3409963
posner,subject114,ni,2.7132142,3.52237,0.3403778,0.16022724,1.4407207
posner,subject115,ni,2.822393,4.3507376,0.31081796,0.13537773,1.4464802
posner,subject116,ni,2.8629668,3.005222,0.2907856,0.14832073,1.5193126
posner,subject117,ni,2.3975585,2.608823,0.31590426,0.15727545,1.4485362
posner,subject118,ni,2.8608894,3.7268412,0.3048799,0.15842918,1.513088
posner,subject119,ni,2.6962183,3.2030978,0.30595112,0.15424567,1.4662707
posner,subject12,ni,1.7825274,2.7852736,0.26587585,0.12463662,1.3425174
posner,subject120,ni,2.53692,3.9872844,0.30339006,0.122921064,1.4423232
posner,subject121,ni,2.5174415,3.115861,0.3330996,0.16518511,1.4348629
posner,subject122,ni,2.6356478,0.8388889,0.2375585,0.14667396,1.4864541
posner,subject123,ni,2.180988,3.5502667,0.2823831,0.1382549,1.404436
posner,subject124,ni,2.7676122,4.16457,0.29786623,0.14171949,1.4684348
posner,subject125,ni,2.3419924,3.3672767,0.2769768,0.14036047,1.4717779
posner,subject126,ni,3.034689,2.6098063,0.29628605,0.16095918,1.5585897
posner,subject127,ni,2.78841,4.177155,0.333034,0.14607322,1.4423723
posner,subject128,ni,2.5355456,4.7462816,0.31412104,0.12545356,1.4969922
posner,subject129,ni,2.6525617,3.6785512,0.345452,0.17233154,1.3904347
posner,subject13,ni,2.344421,2.5023458,0.28727677,0.13301186,1.4700363
posner,subject130,ni,2.559634,4.6977587,0.3363448,0.12640451,1.467974
posner,subject131,ni,2.6350665,4.305214,0.2996105,0.14137729,1.5204872
posner,subject132,ni,2.4663928,3.9654505,0.27159578,0.14047915,1.3887777
posner,subject133,ni,2.1738005,1.49078,0.2811706,0.14564942,1.4833608
posner,subject134,ni,2.6722138,4.55043,0.33796284,0.14148751,1.5094398
posner,subject14,ni,2.7987947,1.9321342,0.18793407,0.2077569,1.4016991
posner,subject15,ni,2.7449827,4.302046,0.37540877,0.15587409,1.4674208
posner,subject16,ni,2.4824276,3.4879942,0.29243743,0.15558603,1.4588412
posner,subject17,ni,2.747485,3.9614177,0.29424843,0.13340728,1.4444003
posner,subject18,ni,2.6856396,5.016259,0.32961902,0.12158462,1.4914634
posner,subject19,ni,2.5918858,3.778428,0.32286674,0.1426186,1.5095669
posner,subject2,ni,2.4368355,2.9787982,0.3636273,0.16742003,1.3087229
posner,subject20,ni,2.3361316,4.0145683,0.28086138,0.13104028,1.3384923
posner,subject21,ni,3.0692103,4.197567,0.38170245,0.15492511,1.5257056
posner,subject22,ni,2.3781466,3.6854987,0.25114262,0.14068215,1.1943717
posner,subject23,ni,2.6077738,2.2086911,0.27624473,0.15626216,1.4998094
posner,subject24,ni,2.4313247,2.5968208,0.3232909,0.1597301,1.4731882
posner,subject25,ni,2.6235962,4.755464,0.2960847,0.11996487,1.4539247
posner,subject26,ni,3.0910478,3.5839524,0.29893926,0.15768811,1.5294702
posner,subject27,ni,2.9705205,3.3847303,0.36131942,0.18151703,1.5329841
posner,subject28,ni,2.580024,4.777746,0.3234967,0.1276112,1.4811256
posner,subject29,ni,1.7641811,4.6321955,0.28124404,0.098000675,1.3874413
posner,subject3,ni,2.522211,1.6331943,0.38944182,0.21264265,1.4501793
posner,subject30,ni,1.9525137,5.107117,0.30475754,0.100017436,1.3714963
posner,subject31,ni,2.4725006,3.7018137,0.3086237,0.16041788,1.4710906
posner,subject32,ni,2.8073192,3.1631882,0.32394555,0.17534973,1.3557581
posner,subject33,ni,2.7745652,2.5607867,0.37664908,0.18460414,1.4070487
posner,subject34,ni,2.288112,4.108009,0.31526622,0.13009599,1.3176364
posner,subject35,ni,2.410764,2.8980803,0.35646534,0.15747036,1.4838221
posner,subject36,ni,2.5982547,3.422933,0.31685036,0.15673867,1.4281363
posner,subject37,ni,2.4294703,4.249667,0.29340708,0.12793747,1.3141718
posner,subject38,ni,2.1188133,3.404013,0.33476755,0.14907074,1.3430094
posner,subject39,ni,2.7509477,2.0897665,0.28176343,0.14653102,1.5670224
posner,subject4,ni,2.7852068,2.5162866,0.21026646,0.14849404,1.4383395
posner,subject40,ni,2.5164707,4.0255446,0.32581532,0.1408217,1.3894404
posner,subject41,ni,3.2295568,3.0241618,0.3297544,0.1822506,1.5833327
posner,subject42,ni,2.356108,4.267001,0.32996437,0.13228013,1.3620951
posner,subject43,ni,2.532051,2.9458287,0.34846517,0.17790112,1.4196459
posner,subject44,ni,2.6980789,4.021032,0.32626995,0.14965934,1.4940463
posner,subject45,ni,2.272095,4.616602,0.3155133,0.114796646,1.3425756
posner,subject46,ni,2.8254268,3.4135728,0.3314958,0.16294909,1.4996071
posner,subject47,ni,2.8648012,3.320846,0.29686567,0.16128263,1.5282722
posner,subject48,ni,2.4229968,3.6006112,0.3059212,0.15158439,1.3816038
posner,subject49,ni,2.4213343,4.070855,0.35142228,0.13062003,1.3583752
posner,subject5,ni,3.0297618,3.5163598,0.3642617,0.1818195,1.4222419
posner,subject50,ni,2.608472,3.4175744,0.323097,0.16525167,1.4966629
posner,subject51,ni,2.4869027,3.4696653,0.2612989,0.13016737,1.4405341
posner,subject52,ni,2.9947178,4.2123995,0.36103338,0.15293786,1.5186245
posner,subject53,ni,2.4602153,4.3162985,0.33540523,0.12637201,1.4483395
posner,subject54,ni,2.585285,4.9045587,0.38702857,0.12751389,1.4251087
posner,subject55,ni,2.6601217,3.9986653,0.33589417,0.14863902,1.4294096
posner,subject56,ni,2.502101,4.0191026,0.34429157,0.15884376,1.4649858
posner,subject57,ni,2.676074,3.453214,0.31923527,0.13774733,1.4384018
posner,subject58,ni,2.7724552,3.9763741,0.33826107,0.14469919,1.4900088
posner,subject59,ni,2.2200112,4.5895896,0.28353903,0.11385824,1.4727354
posner,subject6,ni,2.7584043,4.67455,0.2958068,0.12502712,1.4830686
posner,subject60,ni,2.378159,2.5200887,0.32783547,0.16411023,1.4626181
posner,subject61,ni,2.515197,3.4075758,0.27412033,0.1354995,1.489305
posner,subject62,ni,2.393724,4.2546744,0.2939974,0.12825927,1.372189
posner,subject63,ni,2.800619,3.551606,0.3564179,0.15895294,1.4420388
posner,subject64,ni,2.3905668,4.244631,0.31994653,0.15390599,1.4830801
posner,subject65,ni,2.608715,2.7755077,0.3146096,0.16915444,1.4522622
posner,subject66,ni,2.3619504,4.033639,0.28220457,0.12460297,1.4475216
posner,subject67,ni,2.4863591,1.8776228,0.32535744,0.14817227,1.5392847
posner,subject68,ni,2.2915053,4.246755,0.28753275,0.12518063,1.3618929
posner,subject69,ni,3.2258205,3.6816542,0.41940096,0.15510489,1.5209401
posner,subject7,ni,2.5483859,3.1103563,0.28494662,0.1570892,1.4692224
posner,subject70,ni,2.8442483,3.121078,0.3583705,0.1664344,1.502226
posner,subject71,ni,2.7098107,4.23574,0.34598225,0.13959268,1.4736371
posner,subject72,ni,2.4775538,3.6341252,0.34248745,0.1414754,1.4449393
posner,subject73,ni,2.2499392,4.0503263,0.33861107,0.13642082,1.4263151
posner,subject74,ni,2.4393046,5.671321,0.2962454,0.09672525,1.4828727
posner,subject75,ni,2.7365377,2.3850012,0.33387327,0.17872101,1.5054513
posner,subject76,ni,2.8721154,3.3612318,0.34233245,0.18775302,1.4951414
posner,subject77,ni,3.0604851,3.2370324,0.41220948,0.19589148,1.459841
posner,subject78,ni,2.8729012,4.368597,0.34939453,0.1420156,1.4932889
posner,subject79,ni,2.8968072,3.6267254,0.30061883,0.14732128,1.4626746
posner,subject8,ni,2.445925,4.2090635,0.30814934,0.13232577,1.3873166
posner,subject80,ni,2.4035594,5.0956144,0.33240408,0.11355907,1.3920726
posner,subject81,ni,2.5426083,3.1631117,0.34824982,0.1655481,1.4590641
posner,subject82,ni,3.1672711,3.0743878,0.39749712,0.18453261,1.5195477
posner,subject83,ni,2.2729762,3.0739572,0.24923876,0.13778134,1.4178674
posner,subject84,ni,2.6454809,3.6779847,0.33721268,0.16579634,1.3978112
posner,subject85,ni,2.6188061,3.6155148,0.38271287,0.17769589,1.388528
posner,subject86,ni,2.2242954,3.8359861,0.35065755,0.14525074,1.4081535
posner,subject87,ni,2.7668989,4.1571026,0.30744347,0.13344342,1.4021709
posner,subject88,ni,2.5235808,4.275814,0.30333823,0.13303047,1.454866
posner,subject89,ni,2.8730505,3.495244,0.34835607,0.15992035,1.4831089
posner,subject9,ni,2.4746869,4.318813,0.253811,0.12198096,1.4009775
posner,subject90,ni,2.9260812,3.8921223,0.36502102,0.15873282,1.4437484
posner,subject91,ni,2.7314787,3.356861,0.3210892,0.17164657,1.482751
posner,subject92,ni,2.2063522,3.8420467,0.31066304,0.14072993,1.3784615
posner,subject93,ni,3.0248246,3.354445,0.40236425,0.20585087,1.4451461
posner,subject94,ni,2.7870514,3.8644543,0.28140914,0.14484525,1.5356805
posner,subject95,ni,2.3544648,3.4373357,0.32012582,0.15873815,1.3648757
posner,subject96,ni,2.7520373,3.5187583,0.3117,0.15747403,1.4262685
posner,subject97,ni,2.7808297,2.1728315,0.17874564,0.17251879,1.4503084
posner,subject98,ni,2.8258944,3.6017063,0.38373965,0.1587527,1.4946208
posner,subject99,ni,2.997435,3.5415382,0.42669567,0.18646528,1.5133692
hick,subject1,0bit,1.9258325,5.3331203,0.14320847,0.09347091,1.5389522
hick,subject10,0bit,2.02501,6.8777485,0.18644908,0.07033759,1.4145172
hick,subject100,0bit,2.6134777,5.8131237,0.122669965,0.1300911,1.4416698
hick,subject101,0bit,2.2566285,6.734985,0.14454505,0.081945226,1.4565068
hick,subject102,0bit,1.9644473,4.6933937,0.115719944,0.14813653,1.4516379
hick,subject103,0bit,1.9087511,4.570335,0.13339007,0.12186701,1.5376747
hick,subject104,0bit,2.0952842,6.4431353,0.09968218,0.12332537,1.3308984
hick,subject105,0bit,1.9075422,6.714865,0.17550422,0.073353484,1.4607848
hick,subject106,0bit,1.8838464,3.0694325,0.14470312,0.14158137,1.5468782
hick,subject107,0bit,1.7821144,7.751189,0.18307896,0.06375916,1.3742967
hick,subject108,0bit,2.1477647,5.118169,0.14057675,0.10157449,1.4958936
hick,subject109,0bit,1.9528847,5.9994793,0.11624819,0.12011874,1.3762641
hick,subject11,0bit,1.9076506,3.6388814,0.15687141,0.10964076,1.5716152
hick,subject110,0bit,1.8270603,4.7361526,0.16311672,0.09347331,1.5206925
hick,subject111,0bit,1.7104282,7.787654,0.18533872,0.06693447,1.4280825
hick,subject112,0bit,1.9449452,6.2011366,0.18726018,0.08217023,1.5093808
hick,subject113,0bit,1.6631395,7.1452727,0.16773348,0.06784047,1.3931192
